ID,TIMESTAMP,ACTIVIDAD
26,2019-09-02 12:27:37.012,UPDATE
26,2019-09-02 12:28:46.741,SOLUTIONASSOCIATION
26,2019-09-02 12:28:46.749,RESOLUTION UPDATE
26,2019-09-02 12:28:46.879,UPDATE
26,2019-09-02 12:28:47.041,RESOLVED
26,2019-09-02 12:28:47.041,UPDATE
25,2019-09-02 12:30:11.318,UPDATE
25,2019-09-02 12:31:06.996,UPDATE
25,2019-09-02 12:31:38.281,SOLUTIONASSOCIATION
25,2019-09-02 12:31:38.289,RESOLUTION ADD
25,2019-09-02 12:31:38.406,UPDATE
25,2019-09-02 12:31:38.460,RESOLVED
25,2019-09-02 12:31:38.460,UPDATE
24,2019-09-02 12:33:11.490,UPDATE
24,2019-09-02 12:34:43.679,SOLUTIONASSOCIATION
24,2019-09-02 12:34:43.709,RESOLUTION ADD
24,2019-09-02 12:34:43.881,UPDATE
24,2019-09-02 12:34:43.979,RESOLVED
24,2019-09-02 12:34:43.979,UPDATE
898,2019-09-02 17:54:32.333,CREATE
899,2019-09-02 17:54:33.821,CREATE
900,2019-09-02 17:54:34.412,CREATE
901,2019-09-02 17:54:34.919,CREATE
903,2019-09-02 17:54:35.864,CREATE
904,2019-09-02 17:54:36.405,CREATE
905,2019-09-02 17:54:37.195,CREATE
906,2019-09-02 17:54:37.814,CREATE
907,2019-09-02 17:54:38.204,CREATE
908,2019-09-02 17:54:38.698,CREATE
909,2019-09-02 17:54:38.959,CREATE
910,2019-09-02 17:54:39.282,CREATE
911,2019-09-02 17:54:39.490,CREATE
913,2019-09-02 17:54:40.245,CREATE
914,2019-09-02 17:54:40.634,CREATE
915,2019-09-02 17:54:40.931,CREATE
916,2019-09-02 17:54:41.229,CREATE
917,2019-09-02 17:54:41.562,CREATE
918,2019-09-02 17:54:48.211,CREATE
919,2019-09-02 17:54:48.406,CREATE
920,2019-09-02 17:54:50.073,CREATE
921,2019-09-02 17:54:50.292,CREATE
922,2019-09-02 17:54:50.532,CREATE
923,2019-09-02 17:54:50.908,CREATE
923,2019-09-02 18:09:43.909,UPDATE
998,2019-09-02 18:10:40.695,CREATE
998,2019-09-02 18:10:41.421,CREATE
1010,2019-09-02 18:20:32.537,CREATE
913,2019-09-02 18:24:24.928,UPDATE
911,2019-09-02 18:25:07.551,UPDATE
910,2019-09-02 18:25:27.873,UPDATE
1010,2019-09-02 18:26:02.251,UPDATE
901,2019-09-02 18:26:24.819,UPDATE
904,2019-09-02 18:30:08.620,UPDATE
903,2019-09-02 18:31:42.070,UPDATE
998,2019-09-02 18:32:44.850,UPDATE
923,2019-09-02 18:58:30.531,REQ_CONVER
1010,2019-09-02 19:09:56.112,UPDATE
904,2019-09-02 19:11:52.302,REQ_CONVER
1040,2019-09-02 19:22:01.456,CREATE
908,2019-09-02 19:27:06.882,REQ_CONVER
918,2019-09-02 19:31:03.143,DELETE
1040,2019-09-02 19:32:38.308,UPDATE
922,2019-09-02 19:34:17.443,UPDATE
921,2019-09-02 19:34:30.205,UPDATE
920,2019-09-02 19:40:09.215,UPDATE
923,2019-09-02 19:45:59.109,RESOLUTION ADD
923,2019-09-02 19:45:59.415,UPDATE
923,2019-09-02 19:45:59.476,RESOLVED
923,2019-09-02 19:45:59.476,UPDATE
917,2019-09-02 19:47:15.815,UPDATE
915,2019-09-02 19:53:43.567,UPDATE
915,2019-09-02 20:00:39.554,RESOLUTION ADD
915,2019-09-02 20:00:39.824,UPDATE
1041,2019-09-02 21:01:05.844,CREATE
1041,2019-09-02 21:03:26.093,UPDATE
916,2019-09-02 21:05:43.076,UPDATE
1040,2019-09-02 21:35:48.034,UPDATE
1042,2019-09-02 21:49:51.904,CREATE
1042,2019-09-02 21:49:52.253,REQ_CONVER
1043,2019-09-02 21:49:52.691,CREATE
918,2019-09-02 22:04:42.096,RESTORE
1042,2019-09-02 22:11:02.799,UPDATE
1042,2019-09-02 22:13:53.355,UPDATE
1045,2019-09-02 22:16:16.223,CREATE
1043,2019-09-02 22:20:43.694,UPDATE
1043,2019-09-02 22:21:57.546,UPDATE
1045,2019-09-02 22:31:25.006,RESOLUTION ADD
1045,2019-09-02 22:31:25.284,UPDATE
1045,2019-09-02 22:33:39.295,UPDATE
1040,2019-09-02 22:45:37.326,ADD_requesttask
1043,2019-09-03 03:34:03.937,REQ_CONVER
1045,2019-09-03 12:33:48.079,UPDATE
1045,2019-09-03 12:37:10.678,UPDATE
1045,2019-09-03 12:38:10.801,UPDATE
1042,2019-09-03 12:42:12.516,UPDATE
1040,2019-09-03 12:43:42.101,UPDATE
1042,2019-09-03 12:45:30.350,RESOLUTION ADD
1042,2019-09-03 12:45:30.494,UPDATE
1042,2019-09-03 12:45:30.606,RESOLVED
1042,2019-09-03 12:45:30.606,UPDATE
36,2019-09-03 12:46:07.733,UPDATE
1041,2019-09-03 12:47:18.204,RESOLUTION ADD
1041,2019-09-03 12:47:18.358,UPDATE
1041,2019-09-03 12:49:06.652,UPDATE
1041,2019-09-03 12:49:41.568,UPDATE
1041,2019-09-03 12:49:41.613,RESOLVED
1041,2019-09-03 12:49:41.613,UPDATE
898,2019-09-03 12:51:04.389,UPDATE
898,2019-09-03 12:51:55.911,UPDATE
898,2019-09-03 12:53:06.839,UPDATE
998,2019-09-03 12:53:07.512,RESOLUTION ADD
998,2019-09-03 12:53:07.617,UPDATE
998,2019-09-03 12:53:07.647,COMPLETED
898,2019-09-03 12:53:16.179,UPDATE
900,2019-09-03 12:55:38.877,UPDATE
900,2019-09-03 12:55:46.739,UPDATE
903,2019-09-03 12:57:01.175,UPDATE
1043,2019-09-03 12:59:42.472,RESOLUTION ADD
1043,2019-09-03 12:59:42.601,UPDATE
1043,2019-09-03 12:59:42.653,RESOLVED
1043,2019-09-03 12:59:42.653,UPDATE
919,2019-09-03 13:02:46.238,RESOLUTION ADD
919,2019-09-03 13:02:46.369,UPDATE
919,2019-09-03 13:02:58.951,UPDATE
918,2019-09-03 13:04:58.912,RESOLUTION ADD
918,2019-09-03 13:04:59.113,UPDATE
905,2019-09-03 13:05:05.983,UPDATE
918,2019-09-03 13:05:12.596,UPDATE
914,2019-09-03 13:08:23.114,UPDATE
905,2019-09-03 13:09:27.348,UPDATE
909,2019-09-03 13:10:17.075,UPDATE
905,2019-09-03 13:10:53.147,UPDATE
911,2019-09-03 13:11:32.430,UPDATE
908,2019-09-03 13:13:09.588,UPDATE
909,2019-09-03 13:13:11.170,UPDATE
906,2019-09-03 13:13:58.539,UPDATE
907,2019-09-03 13:15:04.899,UPDATE
907,2019-09-03 13:15:38.075,UPDATE
907,2019-09-03 13:15:48.463,UPDATE
911,2019-09-03 13:16:09.720,UPDATE
911,2019-09-03 13:23:46.661,RESOLUTION ADD
911,2019-09-03 13:23:46.837,UPDATE
911,2019-09-03 13:30:18.517,UPDATE
911,2019-09-03 13:31:12.394,UPDATE
911,2019-09-03 13:32:05.162,UPDATE
911,2019-09-03 13:35:26.098,UPDATE
911,2019-09-03 13:35:39.253,UPDATE
903,2019-09-03 13:39:19.603,UPDATE
915,2019-09-03 13:41:03.125,UPDATE
915,2019-09-03 13:41:51.435,UPDATE
915,2019-09-03 13:42:34.636,UPDATE
915,2019-09-03 13:58:08.984,UPDATE
900,2019-09-03 13:58:14.787,SLA_VIOLATION
915,2019-09-03 13:58:30.051,UPDATE
915,2019-09-03 13:58:30.233,RESOLVED
915,2019-09-03 13:58:30.233,UPDATE
1010,2019-09-03 14:03:04.062,RESOLUTION ADD
1010,2019-09-03 14:03:04.201,UPDATE
1010,2019-09-03 14:03:52.646,UPDATE
1010,2019-09-03 14:04:08.192,UPDATE
1010,2019-09-03 14:04:22.039,UPDATE
1010,2019-09-03 14:04:59.028,UPDATE
1010,2019-09-03 14:04:59.079,CLOSE
1010,2019-09-03 14:04:59.079,UPDATE
916,2019-09-03 14:06:03.388,RESOLUTION ADD
916,2019-09-03 14:06:03.688,UPDATE
916,2019-09-03 14:06:31.001,UPDATE
916,2019-09-03 14:06:31.091,CLOSE
916,2019-09-03 14:06:31.091,UPDATE
900,2019-09-03 14:06:58.705,UPDATE
907,2019-09-03 14:17:25.943,CREATE
909,2019-09-03 14:24:03.369,UPDATE
909,2019-09-03 14:28:08.219,UPDATE
909,2019-09-03 14:28:34.706,UPDATE
909,2019-09-03 14:30:24.014,UPDATE
905,2019-09-03 14:33:47.883,UPDATE
